Class 0
s3103a 201.757 202.417
s3102a 406.27 406.59

Class 14169
s3103a 5.38494 5.97494
s3102a 407.9 408.91

Class 14170
s3102b 192.975 194.635
s3102a 407.96 409.19

Class 14171
s3103a 77.2876 77.9176
s3102b 113.082 113.433
s3102b 217.779 218.389
s3102b 336.781 337.351
s3102b 363.047 363.487
s3102b 382.251 383.001
s3102a 408.286 408.907
s3102a 429.05 429.44
s3102a 432.012 433.612

Class 14172
s3102b 37.9023 38.3823
s3103a 128.756 129.176
s3102a 408.175 408.54

Class 14173
s3102b 60.3971 60.9171
s3102a 408.77 409.31

Class 14174
s3102b 273.409 273.749
s3102b 396.315 396.715
s3102a 410.299 410.699
s3102a 494.549 494.919
s3102a 578.214 578.614

Class 14175
s3102b 246.9 247.54
s3102b 267 267.39
s3102a 411.608 412.193

Class 14176
s3103a 13.1856 13.6456
s3102a 412.273 412.818
s3102b 490.048 490.468

Class 14177
s3103a 18.5441 18.9441
s3102b 308.313 308.643
s3102a 413.345 413.758
s3102a 438.124 438.794
s3102a 503.704 504.264
s3102a 542.877 543.297
s3102a 597.871 598.932

Class 14178
s3103a 67.7168 68.1068
s3103a 72.6492 73.0692
s3102b 219.459 219.889
s3102a 413.457 414.156

Class 14179
s3103a 170.715 171.095
s3102a 413.906 414.236

Class 14180
s3102a 419.084 419.554
s3102b 547.384 548.064

Class 14181
s3102b 348.526 349.147
s3102a 419.394 420.034

Class 14182
s3102a 420.624 421.354
s3102a 513.419 514.179
s3102a 538.127 538.597

Class 14183
s3102a 422.73 423.13
s3102a 499.493 499.833

Class 14184
s3102b 45.7116 46.4016
s3102b 77.7298 78.3898
s3102a 423.517 424.267

Class 14185
s3102a 423.717 424.498
s3102a 501.843 502.333

Class 14186
s3102a 426.47 427.46
s3102a 549.523 550.453

Class 14187
s3102a 426.69 427.45
s3102b 530.485 531.165

Class 14188
s3103a 27.9336 28.5336
s3102b 99.0197 99.3397
s3102b 212.65 212.98
s3102b 337.841 338.301
s3102b 424 424.42
s3102a 428.42 428.922

Class 14189
s3102b 99.0197 99.3397
s3102b 166.837 167.377
s3102b 238.937 239.247
s3102b 337.841 338.301
s3102b 360.045 360.395
s3102b 424 424.42
s3102a 428.517 429
s3102b 505.923 506.233

Class 14190
s3102b 2.74562 3.54562
s3103a 178.069 178.439
s3102b 197.874 198.604
s3102a 428.675 429.465
s3102a 494.189 495.459

Class 14191
s3102b 112.243 113.213
s3102a 428.835 429.845
s3102a 432.652 433.822

Class 14192
s3103a 43.6889 44.3589
s3102b 332.684 333.614
s3102b 400.806 401.166
s3102b 427.598 428.088
s3102a 429.064 429.528
s3102a 444.745 445.075

Class 14193
s3103a 181.46 181.83
s3102a 429.34 429.66

Class 14194
s3102a 431.122 431.702
s3102a 599.488 599.808

Class 14195
s3103a 172.87 173.23
s3103a 176.659 177.359
s3102a 431.734 432.157
s3102a 497.961 498.391
s3102a 571.954 572.554

Class 14196
s3103a 76.8476 77.5176
s3102a 431.722 433.182

Class 14197
s3103a 56.3542 56.8142
s3102a 431.752 432.472

Class 14198
s3103a 5.58494 6.06494
s3102a 432.022 432.452

Class 14199
s3103a 28.1436 29.1936
s3102b 242.236 242.596
s3102b 293.335 293.705
s3102b 392.957 393.437
s3102b 433.172 433.682
s3102a 432.936 433.53
s3102b 534.036 534.986
s3102b 543.241 543.661

Class 14200
s3103a 88.2694 88.7094
s3102b 116.469 117.008
s3103a 141.467 141.927
s3102a 432.432 433.042

Class 14201
s3102b 194.255 194.875
s3102a 432.537 433.807
s3102a 538.057 539.357

Class 14202
s3102b 166.957 167.377
s3102b 266.2 266.64
s3102b 383.961 384.331
s3102b 403.796 404.146
s3102a 432.709 433.112

Class 14203
s3302b 390.658 391.098
s3102a 432.777 433.692
s3102b 452.952 453.363

Class 14204
s3302a 48.6852 49.0152
s3102a 433.379 433.952
s3102b 437.422 437.952
s3102a 543.007 543.897
s3102a 568.539 569.689

Class 14205
s3103a 164.887 165.267
s3302a 438.36 438.82
s3102b 427.088 427.568
s3102a 433.522 434.212

Class 14206
s3302b 13.4865 13.8965
s3102a 433.632 433.992

Class 14207
s3103a 41.3415 41.8515
s3103a 128.796 129.176
s3103a 165.912 166.412
s3102b 241.2 241.75
s3102a 438.301 438.76
s3102a 451.852 452.182
s3102b 487.438 487.818
s3102b 505.903 506.213
s3102b 539.534 539.864
s3102a 558.239 558.799
s3102a 599.468 599.878

Class 14208
s3103a 85.5094 85.8294
s3102a 438.524 438.879
s3102a 594.73 595.06

Class 14209
s3102b 132.161 132.541
s3102b 241.19 241.579
s3102b 258.822 259.182
s3102b 332.764 333.094
s3102a 439.561 439.993

Class 14210
s3301a 2.43056 3.31056
s3103a 176.559 177.439
s3102a 440.475 441.325
s3102a 503.594 504.304

Class 14211
s3103a 185.599 186.069
s3102a 440.425 440.895

Class 14212
s3103a 13.6756 14.2956
s3301a 92.6141 93.0341
s3103a 172.77 173.12
s3102b 267.55 268.19
s3102a 440.799 441.409
s3102a 598.091 598.741

Class 14213
s3103a 156.504 156.904
s3102b 148.162 148.932
s3102a 440.755 441.11

Class 14214
s3102b 336.751 337.311
s3102a 440.915 441.685

Class 14215
s3102b 258.852 259.412
s3102a 441.545 441.985

Class 14216
s3102b 116.379 116.868
s3102a 443.152 443.742

Class 14217
s3102b 124.98 125.64
s3103a 193.618 194.008
s3102b 342.108 342.658
s3102a 443.759 444.172

Class 14218
s3103a 93.1383 93.8583
s3102a 443.992 444.512

Class 14219
s3103a 5.02494 5.97494
s3103a 46.2626 46.8926
s3102b 124.99 125.59
s3102b 241.19 241.609
s3102a 444.625 445.028
s3102a 491.499 491.969
s3102a 571.914 572.364

Class 14220
s3102b 212.68 213.51
s3102a 444.685 445.315

Class 14221
s3102b 0.380812 0.800813
s3103a 41.2815 41.6515
s3103a 46.6826 47.0026
s3103a 128.796 129.146
s3103a 161.667 162.687
s3102b 241.28 241.619
s3102b 258.842 259.282
s3102b 382.171 382.481
s3102a 451.823 452.212
s3102b 505.893 506.253
s3102b 533.976 534.646
s3102a 560.369 560.799
s3102a 568.549 568.879

Class 14222
s3102b 320.59 320.9
s3102b 385.829 386.169
s3102a 452.667 452.997

Class 14223
s3103a 128.696 129.206
s3102a 460.882 461.212

Class 14224
s3102a 486.317 486.777
s3102a 531.179 531.519

Class 14225
s3102a 486.397 487.127
s3102b 521.795 522.335

Class 14226
s3301b 198.281 198.651
s3102a 486.537 486.907

Class 14227
s3103a 176.669 177.469
s3102a 488.131 488.511

Class 14228
s3102a 488.231 488.771
s3102b 542.951 544.041

Class 14229
s3102b 181.647 182.057
s3102a 488.381 489.071

Class 14230
s3103a 170.595 171.005
s3102a 488.666 489.066
s3102a 554.111 555.071

Class 14231
s3102b 366.407 367.377
s3102a 488.771 490.081

Class 14232
s3103a 110.462 111.012
s3102b 223.488 223.948
s3102a 490.76 491.183
s3102a 513.679 514.069

Class 14233
s3102b 199.181 199.581
s3102b 342.098 342.738
s3102a 491.12 491.6

Class 14234
s3103a 93.2983 93.8683
s3102b 116.319 116.728
s3102a 493.224 493.704

Class 14235
s3302b 48.2074 48.5274
s3103a 199.537 199.847
s3302a 277.877 278.187
s3301b 528.828 529.268
s3102b 433.412 433.732
s3102a 494.556 494.924
s3102a 499.513 499.903
s3102a 541.977 542.407

Class 14236
s3102b 291.023 291.333
s3102a 495.329 495.659

Class 14237
s3102b 456.449 456.799
s3102b 457.64 457.96
s3102a 496.696 497.206

Class 14238
s3103a 18.2341 19.0841
s3102a 497.151 498.571

Class 14239
s3102b 156.292 156.812
s3102a 497.231 497.771

Class 14240
s3102a 497.296 498.251
s3102a 542.757 543.347
s3102a 574.795 575.475

Class 14241
s3103a 74.3692 75.1592
s3102a 497.694 498.287
s3102a 539.487 540.457
s3102a 600.613 601.703

Class 14242
s3301a 2.96056 3.35056
s3103a 6.82494 7.23494
s3103a 18.5841 19.1141
s3102b 30.8289 31.2189
s3102b 63.029 63.349
s3301a 92.6541 93.0441
s3103a 128.706 129.016
s3103a 153.76 154.14
s3103a 160.881 161.242
s3102b 258.762 259.092
s3102b 268.11 268.52
s3102b 406.924 407.304
s3102a 499.514 499.878
s3102b 564.867 565.237

Class 14243
s3102b 271.985 272.354
s3102a 500.023 500.423

Class 14244
s3102b 459.692 460.302
s3102a 500.523 501.213

Class 14245
s3102b 465.179 465.539
s3102a 500.563 500.983

Class 14246
s3102a 500.833 501.653
s3102b 545.221 545.731

Class 14247
s3302b 296.412 296.752
s3102b 296.68 297.05
s3102a 502.123 502.513

Class 14248
s3102b 44.0754 44.9554
s3103a 62.3281 62.9481
s3102a 503.039 503.874

Class 14249
s3103a 73.6292 73.9992
s3102a 503.084 503.519
s3102a 564.607 565.047

Class 14250
s3102b 418.169 418.669
s3102a 503.527 504.044
s3102a 509.575 509.895
s3102a 538.907 539.697

Class 14251
s3102b 167.027 167.447
s3102b 253.485 253.935
s3102b 315.05 315.45
s3102a 503.829 504.256
s3102a 598.072 598.741

Class 14252
s3102b 129.022 129.462
s3302b 375.313 376.023
s3302b 378.555 379.115
s3102a 505.422 505.865

Class 14253
s3103a 111.112 111.482
s3102a 505.559 506.109

Class 14254
s3102b 332.954 333.604
s3102a 506.969 507.429

Class 14255
s3102b 28.6564 29.1464
s3102a 507.264 507.934
s3102a 539.637 540.167

Class 14256
s3102a 507.849 508.249
s3102b 523.715 524.185

Class 14257
s3102a 509.195 509.89
s3102a 533.464 534.214
s3102a 574.173 574.713

Class 14258
s3102b 299.551 300.161
s3102b 371.565 372.035
s3102b 494.168 494.948
s3102a 509.573 509.953
s3102a 554.591 555.021

Class 14259
s3103a 64.5574 64.8974
s3102a 510.423 510.753

Class 14260
s3303b 67.2264 67.7864
s3102a 510.863 511.543

Class 14261
s3103a 43.9689 44.3189
s3102a 511.153 511.483

Class 14262
s3103a 93.0683 94.1483
s3102a 511.163 512.173

Class 14263
s3102a 511.713 512.153
s3102a 598.091 598.562

Class 14264
s3103a 90.8293 91.2593
s3102a 513.479 514.119

Class 14265
s3301b 61.5448 62.0648
s3103a 165.922 166.232
s3102b 275.116 275.436
s3102b 392.887 393.427
s3102a 513.854 514.472

Class 14266
s3103a 59.8442 60.2842
s3103a 172.8 173.21
s3102a 514.227 514.647
s3102a 527.482 527.902
s3102a 571.944 572.354
s3102a 579.764 580.144

Class 14267
s3102a 514.709 515.569
s3102a 597.332 598.712

Class 14268
s3102b 363.717 364.487
s3102a 514.969 515.769

Class 14269
s3102b 382.201 382.711
s3102a 515.244 515.654
s3102b 523.855 524.425

Class 14270
s3102b 3.77231 4.86231
s3102a 516.205 516.985
s3102b 524.735 525.345

Class 14271
s3102b 110.332 110.982
s3102a 516.58 517
s3102a 579.544 579.884

Class 14272
s3102b 66.143 66.523
s3102a 517.657 517.967

Class 14273
s3102b 128.872 129.302
s3102b 222.241 222.601
s3102b 299.911 300.411
s3102b 371.655 372.055
s3102a 518.265 518.681
s3102a 587.523 587.883

Class 14274
s3103a 73.9492 74.7592
s3102b 377.275 378.145
s3102a 523.205 523.91

Class 14275
s3303b 133.299 133.669
s3102a 523.51 524.1

Class 14276
s3102b 219.459 219.829
s3102a 523.53 523.87

Class 14277
s3102b 392.367 392.947
s3102a 524.13 524.44

Class 14278
s3102b 304.896 305.666
s3102a 525.997 526.332
s3102a 570.464 570.834

Class 14279
s3103a 178.199 178.909
s3102a 526.102 526.792

Class 14280
s3102b 265.76 266.41
s3102a 526.322 526.962

Class 14281
s3102b 368.007 368.427
s3102a 528.062 528.522
s3102a 569.029 569.359

Class 14282
s3102b 434.522 434.922
s3102a 528.062 528.417
s3102a 569.029 569.359

Class 14283
s3103a 46.3326 46.9426
s3103a 56.6642 57.0242
s3102b 129.322 129.752
s3103a 198.197 198.637
s3102b 379.845 380.405
s3102b 476.676 477.176
s3102a 529.804 530.206

Class 14284
s3102b 366.567 367.577
s3102a 530.029 530.409

Class 14285
s3102b 332.394 333.124
s3102a 530.069 530.719

Class 14286
s3103a 5.27494 5.91494
s3102a 530.339 530.669

Class 14287
s3102b 57.086 57.496
s3102a 533.184 533.794
s3102a 579.134 579.944

Class 14288
s3102b 101.823 102.153
s3102a 537.217 537.647

Class 14289
s3103a 187.909 188.399
s3102b 385.079 385.629
s3102a 537.877 538.517

Class 14290
s3102b 151.172 151.942
s3102b 383.521 384.481
s3102a 538.147 539.192

Class 14291
s3102b 60.4271 60.8971
s3103a 193.728 194.048
s3102a 538.172 538.547

Class 14292
s3102b 313.413 314.243
s3102a 538.287 538.987

Class 14293
s3103a 18.3541 18.6941
s3102a 538.407 538.767

Class 14294
s3103a 205.415 205.955
s3102a 538.487 538.987

Class 14295
s3102b 65.903 66.643
s3102b 79.7898 80.2198
s3102b 217.449 218.389
s3102a 538.597 539.407

Class 14296
s3103a 80.1792 80.6292
s3102a 539.552 540.102
s3102b 545.601 545.991

Class 14297
s3302a 51.3152 51.9952
s3102b 164.958 165.348
s3102b 243.396 243.936
s3301b 335.445 335.795
s3302a 426.947 427.257
s3102b 427.448 428.138
s3102b 478.976 479.476
s3102a 539.88 540.376
s3102a 562.116 562.516
s3102a 572.004 572.324

Class 14298
s3102b 156.192 156.683
s3102a 539.977 541.047

Class 14299
s3102b 179.957 180.397
s3102a 540.127 540.707

Class 14300
s3302b 90.2823 90.8722
s3102b 345.606 345.936
s3102a 541.962 542.377

Class 14301
s3102b 295.711 296.061
s3102a 542.307 542.677

Class 14302
s3102b 308.263 308.583
s3102a 542.887 543.297

Class 14303
s3103a 147.927 148.337
s3102a 543.247 543.937

Class 14304
s3102b 76.5198 77.7998
s3102a 543.907 545.467

Class 14305
s3102b 106.312 106.942
s3102b 339.121 340.041
s3102a 544.057 544.792

Class 14306
s3102b 335.002 335.322
s3102a 544.027 544.437

Class 14307
s3102b 378.895 379.205
s3102b 391.987 392.337
s3102b 526.052 526.662
s3102a 544.357 544.814

Class 14308
s3102a 544.657 545.197
s3102a 562.166 562.906

Class 14309
s3102b 193.145 193.865
s3102a 546.429 546.979
s3102a 568.419 569.119

Class 14310
s3102a 546.669 547.339
s3102a 548.391 548.941

Class 14311
s3103a 80.1292 80.6292
s3102b 78.1798 78.9198
s3102b 194.265 194.925
s3102a 549.803 550.373

Class 14312
s3102b 167.027 167.347
s3102a 550.113 550.433

Class 14313
s3103a 9.72319 10.1632
s3102b 241.179 241.66
s3102a 553.996 554.331

Class 14314
s3102b 76.8698 77.5698
s3102b 152.502 153.132
s3103a 170.545 171.045
s3102b 362.015 362.365
s3102b 366.387 366.807
s3102a 554.159 554.709

Class 14315
s3102b 488.888 489.488
s3102a 554.101 555.011

Class 14316
s3102b 371.335 371.855
s3102a 554.301 555.071

Class 14317
s3102b 73.3933 73.8833
s3102a 554.361 554.711

Class 14318
s3102b 111.802 112.192
s3102a 558.389 558.819

Class 14319
s3102b 109.752 110.062
s3102a 559.239 559.569

Class 14320
s3102b 49.5955 49.9355
s3102b 165.737 166.077
s3102b 241.299 241.619
s3102a 560.359 560.729

Class 14321
s3103a 177.229 177.889
s3102a 560.339 561.219

Class 14322
s3102b 65.903 66.223
s3102b 337.551 338.301
s3102a 561.646 562.406

Class 14323
s3102b 130.512 131.102
s3102a 562.626 563.416

Class 14324
s3102b 71.8742 72.2542
s3102b 437.542 437.942
s3102a 562.746 563.146

Class 14325
s3102b 387.209 387.559
s3102a 563.066 563.476

Class 14326
s3102b 35.1757 35.7057
s3102a 563.957 564.407

Class 14327
s3103a 62.3481 62.7481
s3102a 564.597 565.057

Class 14328
s3103a 41.2815 41.8515
s3103a 43.7789 44.2489
s3103a 128.806 129.156
s3102b 238.907 239.497
s3102b 241.239 241.6
s3301b 323.974 324.624
s3102b 465.149 465.559
s3102a 568.48 569.004

Class 14329
s3102b 100.819 101.589
s3102a 568.709 569.349

Class 14330
s3102b 514.181 514.531
s3102a 568.969 569.349

Class 14331
s3102b 164.978 165.308
s3102a 569.289 569.689

Class 14332
s3102b 120.36 120.67
s3102a 569.589 569.959

Class 14333
s3103a 170.735 171.095
s3102b 219.449 219.889
s3102a 571.269 571.844

Class 14334
s3103a 18.4141 18.9641
s3103a 110.632 111.262
s3102b 130.162 130.612
s3102b 243.246 243.996
s3102a 571.494 572.35
s3102a 579.324 580.044

Class 14335
s3102b 561.052 561.432
s3102a 571.514 571.834

Class 14336
s3103a 67.2368 68.1068
s3102b 88.0482 88.4282
s3102b 151.272 151.912
s3103a 172.78 173.22
s3103a 176.669 177.429
s3102a 571.944 572.484

Class 14337
s3103a 59.8042 60.2442
s3102b 88.0482 88.4282
s3103a 172.78 173.22
s3102a 571.944 572.32

Class 14338
s3102b 133.876 134.616
s3103a 176.669 177.429
s3102a 572.024 572.639

Class 14339
s3103a 93.7383 94.3583
s3102a 572.264 572.634

Class 14340
s3102b 361.875 362.385
s3102a 574.073 574.673

Class 14341
s3103a 85.5194 85.9694
s3102a 574.273 574.663

Class 14342
s3301b 324.294 324.614
s3102a 575.155 575.475

Class 14343
s3102b 169.864 170.204
s3102a 575.435 575.985

Class 14344
s3103a 85.0294 85.5894
s3103a 90.9793 91.3093
s3102b 118.98 119.73
s3103a 175.32 175.65
s3103a 177.349 177.779
s3102b 267.84 268.22
s3102b 485.468 486.128
s3102a 576.695 577.496

Class 14345
s3102b 241.359 241.7
s3102a 576.784 577.254

Class 14346
s3102b 544.631 544.961
s3102a 577.154 577.534
s3102a 598.351 598.741

Class 14347
s3102b 134.036 134.606
s3102a 577.934 578.434

Class 14348
s3102b 33.3845 33.9645
s3102a 579.154 579.744

Class 14349
s3102a 579.434 580.354
s3102a 600.593 601.203

Class 14350
s3103a 93.5383 94.0583
s3102b 285.946 286.326
s3102b 551.374 551.884
s3102a 579.72 580.157

Class 14351
s3302a 38.1793 38.5593
s3103a 88.0532 88.4732
s3102b 110.722 111.212
s3302b 278.505 278.825
s3301b 267.866 268.306
s3302a 497.553 497.873
s3301b 547.378 547.698
s3102a 580.841 581.259

Class 14352
s3102b 295.161 295.601
s3102a 582.272 582.642

Class 14353
s3103a 52.7503 53.2903
s3102b 272.024 272.414
s3102a 582.452 582.887

Class 14354
s3103a 18.2441 19.0741
s3102a 584.162 585.062

Class 14355
s3102b 151.222 151.852
s3102a 584.672 585.462

Class 14356
s3102b 389.741 390.421
s3102a 585.101 585.621

Class 14357
s3103a 7.50494 7.91494
s3103a 149.547 149.917
s3102a 585.317 585.962

Class 14358
s3103a 170.285 171.035
s3103a 176.569 177.309
s3102a 594.455 595.41

Class 14359
s3102b 189.521 189.851
s3102a 594.38 594.83

Class 14360
s3103a 85.0494 85.7994
s3102b 100.929 101.439
s3102b 179.687 180.207
s3102a 594.503 595.03

Class 14361
s3102b 194.215 194.865
s3102b 387.199 387.809
s3102a 595.065 595.675

Class 14362
s3102a 597.121 597.491
s3102a 599.228 599.878

Class 14363
s3102b 164.798 165.198
s3102b 200.887 201.257
s3102b 296.59 297.1
s3102a 597.631 598.008

Class 14364
s3102b 216.889 217.259
s3102a 597.841 598.442

Class 14365
s3103a 93.6083 94.0583
s3103a 198.437 198.757
s3102b 225.792 226.132
s3102a 598.082 598.741

Class 14366
s3303b 139.877 140.297
s3103a 176.699 177.159
s3102b 542.401 542.861
s3102a 598.532 598.912

Class 14367
s3102b 534.636 535.136
s3102a 599.478 599.838

Class 14368
s3103a 58.9942 60.3642
s3102b 118.92 119.69
s3102b 207.538 208.038
s3102b 332.444 333.104
s3102b 337.631 338.301
s3102b 439.608 440.348
s3102a 600.707 601.158

Class 14369
s3102b 0.380812 0.720812
s3103a 112.872 113.332
s3103a 128.746 129.156

Class 14370
s3102b 1.17081 1.56081
s3102b 400.536 401.136

Class 14371
s3102b 2.39562 3.11563
s3102b 120.18 120.67

Class 14372
s3102b 2.40062 3.54562
s3103a 76.8076 77.5276
s3102b 266.11 267.37

Class 14373
s3102b 2.64562 3.54562
s3102b 359.915 360.665

Class 14374
s3102b 2.65563 3.16562
s3102b 166.867 167.437

Class 14375
s3102b 3.17563 3.52562
s3102b 320.69 321.08

Class 14376
s3102b 3.79231 4.17231
s3103a 150.64 150.95

Class 14377
s3102b 4.10231 4.68231
s3102b 106.832 107.242
s3102b 110.202 110.792

Class 14378
s3102b 4.19231 4.93231
s3102b 286.046 286.756

Class 14379
s3102b 5.71856 6.14856
s3103a 67.6767 68.2567
s3102b 238.547 239.107
s3102b 337.871 338.241
s3102b 546.54 546.94

Class 14380
s3102b 7.07937 7.45937
s3102b 241.209 241.589

Class 14381
s3102b 15.3966 15.7866
s3102b 465.149 465.579

Class 14382
s3102b 27.5964 28.7964
s3102b 427.088 427.808

Class 14383
s3102b 27.6264 28.0798
s3102b 179.787 180.247
s3302a 398.036 398.376
s3102b 432.442 432.802

Class 14384
s3102b 28.4464 29.3664
s3102b 194.105 195.125

Class 14385
s3102b 28.7564 29.1714
s3102b 79.5598 79.9498
s3102b 382.621 383.291

Class 14386
s3102b 30.7989 31.2261
s3102b 35.1057 35.8057
s3103a 71.5292 72.0192
s3102b 117.94 118.82
s3102b 137.343 137.953
s3103a 165.792 166.592
s3102b 337.851 338.301
s3102b 534.546 535.456

Class 14387
s3102b 33.0245 33.5245
s3303b 56.3083 56.7183

Class 14388
s3102b 34.2145 34.7945
s3102b 316.527 317.617

Class 14389
s3103a 24.1087 24.5387
s3102b 35.1657 35.9357
s3102b 103.972 104.462
s3103a 164.687 165.227
s3103a 175.35 176.11

Class 14390
s3103a 6.41494 6.73494
s3102b 35.2157 35.7523
s3103a 71.7692 72.0792
s3102b 103.972 104.462

Class 14391
s3102b 35.4657 35.8257
s3102b 102.113 102.533
s3102b 212.73 213.06

Class 14392
s3102b 37.2223 38.1423
s3102b 151.002 151.902

Class 14393
s3102b 37.7923 38.3323
s3103a 75.5028 76.0127
s3102b 217.649 218.399
s3102b 339.031 340.151

Class 14394
s3102b 37.8723 38.9823
s3102b 320.68 321.11

Class 14395
s3102b 39.0223 39.5723
s3103a 65.0074 65.5374

Class 14396
s3102b 39.0523 40.0823
s3102b 395.835 396.605

Class 14397
s3302a 37.6693 38.4193
s3102b 39.1123 39.8223

Class 14398
s3102b 39.6323 40.0723
s3103a 193.768 194.248

Class 14399
s3102b 44.1004 44.8354
s3102b 297.27 297.92
s3102b 366.167 366.847

Class 14400
s3102b 44.1004 44.6954
s3103a 72.5992 73.2292
s3102b 297.27 297.92

Class 14401
s3102b 44.3354 44.8554
s3102b 77.1898 77.8998
s3102b 119.36 119.71

Class 14402
s3102b 45.8316 46.1916
s3102b 151.142 151.472

Class 14403
s3102b 46.4816 47.2316
s3102b 182.017 182.577

Class 14404
s3102b 46.7816 47.2416
s3102b 188.095 188.465

Class 14405
s3103a 41.3115 41.7115
s3102b 49.54 49.94
s3301b 64.969 65.379
s3103a 128.736 129.206
s3102b 108.512 108.912
s3102b 124.5 124.92
s3102b 165.607 166.057
s3102b 238.807 239.387
s3102b 258.752 259.282
s3302b 392.517 392.847
s3102b 375.982 376.382
s3102b 485.328 485.718

Class 14406
s3102b 51.0147 51.4997
s3102b 273.429 273.999
s3102b 382.211 382.981

Class 14407
s3102b 56.386 56.816
s3102b 345.056 345.476

Class 14408
s3102b 57.146 57.496
s3103a 183.297 183.677
s3303b 376.32 376.63

Class 14409
s3102b 59.2371 60.0171
s3103a 112.882 113.352

Class 14410
s3102b 59.8271 60.2171
s3102b 483.278 483.648
